"Model","NodeName","ModelHub","NodeTitle","NodeDescription","NodeLabels","Continuous","Nstates","StateName","StateTitle","StateDescription","StateValue","LowerBound","UpperBound","","","","","","","","","","","",""
"Blocked","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","12.776","","","","","","","","","","","",""
"Blocked","Duration","","","","","NA","NA","Q2","","","","12.776","21.451","","","","","","","","","","","",""
"Blocked","Duration","","","","","NA","NA","Q3","","","","21.451","41.758","","","","","","","","","","","",""
"Blocked","Duration","","","","","NA","NA","Q4","","","","41.758","Inf","","","","","","","","","","","",""
"BlockedbyBlocks","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"BlockedbyBlocks","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"BlockedbyBlocks","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"BlockedbyBlocks","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"BlockedbyBlocks","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"BlockedbyBlocks","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"BlockedbyBlocks","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"BlockedbyBlocks","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"BlockedbyBlocks","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"BlockedbyBlocks","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"BlockedbyBlocks","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"BlockedbyBlocks","LeftBlower","NA","Blower at the left of the Screen","","Observable,pnodes","TRUE","4","Zero","","","","0","6.25","","","","","","","","","","","",""
"BlockedbyBlocks","LeftBlower","","","","","NA","NA","One","","","","6.25","13","","","","","","","","","","","",""
"BlockedbyBlocks","LeftBlower","","","","","NA","NA","Two","","","","13","23","","","","","","","","","","","",""
"BlockedbyBlocks","LeftBlower","","","","","NA","NA","MorethanTwo","","","","23","Inf","","","","","","","","","","","",""
"BlockedbyBlocks","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","11.036","","","","","","","","","","","",""
"BlockedbyBlocks","Duration","","","","","NA","NA","Q2","","","","11.036","20.923","","","","","","","","","","","",""
"BlockedbyBlocks","Duration","","","","","NA","NA","Q3","","","","20.923","34.193","","","","","","","","","","","",""
"BlockedbyBlocks","Duration","","","","","NA","NA","Q4","","","","34.193","Inf","","","","","","","","","","","",""
"Bowtie","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"Bowtie","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"Bowtie","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"Bowtie","PufferClicks","NA","Number of puffer clicks","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"Bowtie","PufferClicks","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"Bowtie","PufferClicks","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"Bowtie","PufferClicks","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"Bowtie","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"Bowtie","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"Bowtie","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"Bowtie","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"Bowtie","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"Bowtie","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"Bowtie","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"Bowtie","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"Bowtie","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","11.31","","","","","","","","","","","",""
"Bowtie","Duration","","","","","NA","NA","Q2","","","","11.31","13.666","","","","","","","","","","","",""
"Bowtie","Duration","","","","","NA","NA","Q3","","","","13.666","16.407","","","","","","","","","","","",""
"Bowtie","Duration","","","","","NA","NA","Q4","","","","16.407","Inf","","","","","","","","","","","",""
"BreakfastTime","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"BreakfastTime","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"BreakfastTime","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"BreakfastTime","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"BreakfastTime","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"BreakfastTime","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"BreakfastTime","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"BreakfastTime","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"BreakfastTime","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"BreakfastTime","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"BreakfastTime","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"BreakfastTime","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","21.732","","","","","","","","","","","",""
"BreakfastTime","Duration","","","","","NA","NA","Q2","","","","21.732","43.292","","","","","","","","","","","",""
"BreakfastTime","Duration","","","","","NA","NA","Q3","","","","43.292","72.14","","","","","","","","","","","",""
"BreakfastTime","Duration","","","","","NA","NA","Q4","","","","72.14","Inf","","","","","","","","","","","",""
"BreaktheMaze","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"BreaktheMaze","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"BreaktheMaze","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"BreaktheMaze","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"BreaktheMaze","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"BreaktheMaze","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"BreaktheMaze","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"BreaktheMaze","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"BreaktheMaze","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"BreaktheMaze","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"BreaktheMaze","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"BreaktheMaze","RightBlower","NA","Blower at the right of the Screen","","Observable,pnodes","TRUE","4","Zero","","","","0","15","","","","","","","","","","","",""
"BreaktheMaze","RightBlower","","","","","NA","NA","One","","","","15","34","","","","","","","","","","","",""
"BreaktheMaze","RightBlower","","","","","NA","NA","Two","","","","34","57","","","","","","","","","","","",""
"BreaktheMaze","RightBlower","","","","","NA","NA","MorethanTwo","","","","57","Inf","","","","","","","","","","","",""
"BreaktheMaze","LeftBlower","NA","Blower at the left of the Screen","","Observable,pnodes","TRUE","4","Zero","","","","0","30","","","","","","","","","","","",""
"BreaktheMaze","LeftBlower","","","","","NA","NA","One","","","","30","67","","","","","","","","","","","",""
"BreaktheMaze","LeftBlower","","","","","NA","NA","Two","","","","67","125","","","","","","","","","","","",""
"BreaktheMaze","LeftBlower","","","","","NA","NA","MorethanTwo","","","","125","Inf","","","","","","","","","","","",""
"BreaktheMaze","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","23.051","","","","","","","","","","","",""
"BreaktheMaze","Duration","","","","","NA","NA","Q2","","","","23.051","75.749","","","","","","","","","","","",""
"BreaktheMaze","Duration","","","","","NA","NA","Q3","","","","75.749","157.823","","","","","","","","","","","",""
"BreaktheMaze","Duration","","","","","NA","NA","Q4","","","","157.823","Inf","","","","","","","","","","","",""
"BrokenGuitar","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"BrokenGuitar","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"BrokenGuitar","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"BrokenGuitar","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"BrokenGuitar","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"BrokenGuitar","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"BrokenGuitar","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"BrokenGuitar","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"BrokenGuitar","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"BrokenGuitar","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"BrokenGuitar","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"BrokenGuitar","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","17.66","","","","","","","","","","","",""
"BrokenGuitar","Duration","","","","","NA","NA","Q2","","","","17.66","32.57","","","","","","","","","","","",""
"BrokenGuitar","Duration","","","","","NA","NA","Q3","","","","32.57","62.136","","","","","","","","","","","",""
"BrokenGuitar","Duration","","","","","NA","NA","Q4","","","","62.136","Inf","","","","","","","","","","","",""
"BrokenHeart","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"BrokenHeart","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"BrokenHeart","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"BrokenHeart","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"BrokenHeart","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"BrokenHeart","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
